REGION,TECHNOLOGY,EMISSION,MODE_OF_OPERATION,YEAR,VALUE
Globe,C1COSCPCS,CO2EQ,1,2026,-3.2267299999999994
Globe,C1COSCPCS,CO2EQ,1,2027,-3.2135000000000007
Globe,C1COSCPCS,CO2EQ,1,2028,-3.2002800000000002
Globe,C1COSCPCS,CO2EQ,1,2029,-3.1870499999999993
Globe,C1COSCPCS,CO2EQ,1,2030,-3.1738299999999997
Globe,C1COSCPCS,CO2EQ,1,2031,-3.139819999999999
Globe,C1COSCPCS,CO2EQ,1,2032,-3.10582
Globe,C1COSCPCS,CO2EQ,1,2033,-3.0718099999999993
Globe,C1COSCPCS,CO2EQ,1,2034,-3.0378100000000003
Globe,C1COSCPCS,CO2EQ,1,2035,-3.003799999999999
Globe,C1COSCPCS,CO2EQ,1,2036,-2.9697999999999998
Globe,C1COSCPCS,CO2EQ,1,2037,-2.935790000000001
Globe,C1COSCPCS,CO2EQ,1,2038,-2.90179
Globe,C1COSCPCS,CO2EQ,1,2039,-2.867779999999999
Globe,C1COSCPCS,CO2EQ,1,2040,-2.83378
Globe,C1COSCPCS,CO2EQ,1,2041,-2.83378
Globe,C1COSCPCS,CO2EQ,1,2042,-2.83378
Globe,C1COSCPCS,CO2EQ,1,2043,-2.8337799999999995
Globe,C1COSCPCS,CO2EQ,1,2044,-2.83378
Globe,C1COSCPCS,CO2EQ,1,2045,-2.83378
Globe,C1COSCPCS,CO2EQ,1,2046,-2.8337799999999995
Globe,C1COSCPCS,CO2EQ,1,2047,-2.8337799999999995
Globe,C1COSCPCS,CO2EQ,1,2048,-2.8337799999999995
Globe,C1COSCPCS,CO2EQ,1,2049,-2.8337799999999995
Globe,C1COSCPCS,CO2EQ,1,2050,-2.8337799999999995
Globe,C1COSCPCS,CO2EQ,1,2051,-2.8337799999999995
Globe,C1COSCPCS,CO2EQ,1,2052,-2.8337799999999995
Globe,C1COSCPCS,CO2EQ,1,2053,-2.8337799999999995
Globe,C1COSCPCS,CO2EQ,1,2054,-2.8337799999999995
Globe,C1COSCPCS,CO2EQ,1,2055,-2.8337799999999995
Globe,C1COSCPCS,CO2EQ,1,2056,-2.8337799999999995
Globe,C1COSCPCS,CO2EQ,1,2057,-2.83378
Globe,C1COSCPCS,CO2EQ,1,2058,-2.8337799999999995
Globe,C1COSCPCS,CO2EQ,1,2059,-2.8337799999999995
Globe,C1COSCPCS,CO2EQ,1,2060,-2.8337799999999995
Globe,C1COSCPCS,WATER,1,2021,0.047777371285680006
Globe,C1COSCPCS,WATER,1,2022,0.09555474257136001
Globe,C1COSCPCS,WATER,1,2023,0.14333211385704
Globe,C1COSCPCS,WATER,1,2024,0.19110948514272
Globe,C1COSCPCS,WATER,1,2025,0.194
Globe,C1COSCPCS,WATER,1,2026,0.19399999999999995
Globe,C1COSCPCS,WATER,1,2027,0.19400000000000003
Globe,C1COSCPCS,WATER,1,2028,0.19400000000000003
Globe,C1COSCPCS,WATER,1,2029,0.19399999999999995
Globe,C1COSCPCS,WATER,1,2030,0.19399999999999995
Globe,C1COSCPCS,WATER,1,2031,0.19399999999999995
Globe,C1COSCPCS,WATER,1,2032,0.19399999999999995
Globe,C1COSCPCS,WATER,1,2033,0.19399999999999995
Globe,C1COSCPCS,WATER,1,2034,0.19399999999999998
Globe,C1COSCPCS,WATER,1,2035,0.19399999999999995
Globe,C1COSCPCS,WATER,1,2036,0.19399999999999995
Globe,C1COSCPCS,WATER,1,2037,0.1940000000000001
Globe,C1COSCPCS,WATER,1,2038,0.194
Globe,C1COSCPCS,WATER,1,2039,0.19399999999999995
Globe,C1COSCPCS,WATER,1,2040,0.19399999999999998
Globe,C1COSCPCS,WATER,1,2041,0.194
Globe,C1COSCPCS,WATER,1,2042,0.19399999999999995
Globe,C1COSCPCS,WATER,1,2043,0.19399999999999998
Globe,C1COSCPCS,WATER,1,2044,0.19399999999999998
Globe,C1COSCPCS,WATER,1,2045,0.19399999999999995
Globe,C1COSCPCS,WATER,1,2046,0.19399999999999995
Globe,C1COSCPCS,WATER,1,2047,0.19399999999999995
Globe,C1COSCPCS,WATER,1,2048,0.19399999999999995
Globe,C1COSCPCS,WATER,1,2049,0.19399999999999995
Globe,C1COSCPCS,WATER,1,2050,0.19399999999999995
Globe,C1COSCPCS,WATER,1,2051,0.19399999999999995
Globe,C1COSCPCS,WATER,1,2052,0.19399999999999995
Globe,C1COSCPCS,WATER,1,2053,0.19399999999999995
